TotalDisplacement 33417369
MaxDisplacement 7430
NumCells 44811
c22063 -40986 -14336
c18683 -39534 -48104
c28703 -38016 4312
c43786 -39270 -27440
c30196 -40260 9856
c21395 -40128 -1736
c15074 -39798 21448
c25759 -39270 -9296
c18099 -39930 5320
c2057 -40326 -14336
c23199 -39798 13888
c32500 -40392 -2744
c8479 -38874 -47096
c39288 -39798 -10808
c10424 -40062 -56168
c310 -39336 -45080
c7120 -39336 -21896
c17770 -41118 42616
c26994 -39270 -15848
c19549 -39666 -35000
c5057 -39864 -44576
c1281 -40128 32536
c22341 -38610 54712
c16646 -40194 10864
c19774 -39864 28000
c2376 -40062 11368
c17763 -39402 -16352
c15013 -39666 24472
c10349 -40062 -26432
c27012 -39600 -32984
c14692 -39864 -33488
c31649 -40590 -50624
c28544 -40392 43120
c21843 -39204 -35504
c33455 -39666 11368
c5532 -39666 50176
c32501 -40590 42112
c38269 -40392 -7784
c34590 -40062 -17864
c44488 -39402 23464
c1641 -39666 25984
c14639 -39930 1288
c7254 -40062 -14336
c44033 -39930 21952
c3086 -40524 -12824
c23879 -40524 11872
c41511 -39534 -10304
c192 -39798 -30968
c30112 -39138 57736
c41298 -39930 16912
c7109 -41184 -13832
c29916 -39204 -9800
c35917 -39996 -7784
c23702 -39468 -30464
c20352 -40656 -58184
c7100 -39864 12880
c12295 -39666 21952
c26202 -39864 4816
c36291 -38478 22456
c13568 -39732 -18872
c27723 -39930 42616
c7627 -39930 -7280
c1771 -39270 -10808
c22759 -39534 -26432
c29120 -39270 -48104
c41971 -39732 -1736
c15569 -39468 20944
c22476 -39402 -25928
c17161 -39270 51688
c3980 -40128 -728
c15496 -39204 43120
c19982 -39600 -8792
c16292 -39006 -48104
c3592 -39666 14392
c13887 -39666 -32480
c39172 -40392 -13832
c38914 -39798 -11312
c12394 -39864 -58688
c39340 -39798 27496
c33379 -39600 -16856
c26879 -39996 -24416
c4571 -39732 29008
c33096 -40392 -25424
c41845 -39996 -31472
c27406 -39798 10864
c35698 -39270 25984
c22381 -40194 26992
c7507 -39006 25480
c28450 -37752 4312
c32316 -39072 -15344
c21344 -39072 12376
c13804 -39600 -5768
c37082 -40392 26488
c6996 -39864 20440
c23283 -39204 -19376
c40980 -39072 -45080
c30533 -39204 -58184
c20302 -39534 33040
c15788 -40128 43624
c43878 -39666 -36008
c21504 -39666 -17360
c38977 -39006 51688
c15899 -39468 -8792
c4042 -39270 -16352
c35900 -39468 12880
c16330 -39468 4816
c14826 -38874 -16352
c22911 -39402 -51128
c16488 -39600 2800
c42408 -39666 -14336
c19717 -39864 26488
c23173 -39666 -21392
c30291 -39996 -50120
c23984 -39270 -8288
c4916 -39402 24472
c41060 -39402 -36008
c3215 -40128 -13832
c8784 -39930 -36512
c16471 -39402 -32480
c26648 -39402 21952
c21214 -39732 -12320
c6539 -39798 16912
c2136 -39996 -12824
c10910 -41448 7336
c31609 -39204 -48608
c15525 -39534 -4256
c24794 -38148 -46592
c30816 -40656 7840
c14568 -39468 -52136
c17841 -39402 -50624
c17003 -39600 20440
c14161 -39270 27496
c24474 -40854 -13328
c23066 -39996 -13832
c2157 -39402 13888
c5672 -38874 -9296
c9023 -39666 -43568
c21417 -39402 -14840
c38338 -40128 11872
c43936 -40590 6832
c17356 -39402 -21392
c7409 -38808 -9800
c9076 -40458 -13328
c21033 -39468 -22400
c32946 -39732 -33992
c44276 -39732 -12824
c11007 -40194 -13328
c37366 -39006 26992
c41190 -39402 -11312
c22870 -39798 -13328
c9863 -39270 -14336
c43656 -39402 -35000
c29251 -39666 10360
c44114 -39006 -15848
c23428 -39666 31024
c22942 -39402 17920
c2332 -39006 -14840
c34326 -40722 6328
c22583 -39864 9352
c8658 -39006 -17360
c25942 -38874 3304
c14111 -38478 26992
c13229 -38874 -14840
c8204 -39270 -19880
c11419 -40326 44632
c23329 -39732 2296
c82 -39006 25984
c13964 -39138 -36008
c35221 -39336 7840
c39507 -39600 2296
c17751 -39336 -12824
c12950 -39864 9856
c27473 -38874 -50624
c19896 -40326 13384
c44654 -38610 -47096
c7718 -38676 12376
c19002 -40128 -25424
c17319 -39138 24472
c17048 -39138 21952
c39609 -39600 -31472
c10887 -38610 -15848
c27036 -39336 36064
c35921 -39336 -30968
c44022 -39204 -2744
c16313 -39468 -12320
c40570 -38676 -35504
c36694 -39600 -13832
c6172 -38742 -14840
c40885 -38544 29008
c30473 -39138 3808
c1491 -39600 -38024
c21235 -40128 -3248
c34449 -39402 -13328
c33613 -38874 -14336
c26331 -38742 -9296
c15924 -38940 -4760
c16500 -38808 -7784
c41340 -39468 2800
c40755 -39468 -50120
c38412 -38214 22456
c37474 -38544 -9800
c42295 -38742 -17864
c31054 -38940 -12824
c1857 -39864 41608
c23817 -39666 44128
c17545 -39468 -33992
c4389 -39138 44632
c42926 -37488 28504
c23164 -40326 -6272
c18016 -39930 13384
c14043 -39006 24976
c2800 -39270 -4256
c15028 -39204 -50120
c38120 -38874 -51128
c14339 -39534 -56168
c18612 -40194 8344
c23463 -39270 14392
c19318 -38478 -48104
c24542 -39600 -728
c21090 -39006 -13328
c37359 -38874 24472
c31713 -38742 -14336
c38964 -38346 -17360
c10276 -39402 -36512
c43572 -40062 -6272
c6316 -39006 -10808
c41640 -38808 -12824
c16191 -39534 13384
c12210 -38478 -14336
c39195 -38412 -35504
c25104 -39138 -43568
c6919 -39138 29512
c10828 -39270 22960
c20522 -39468 -34496
c18078 -38940 -34496
c7084 -37422 -42056
c24211 -38940 -15344
c31256 -39006 -8288
c1553 -39006 -32480
c1787 -39864 -25424
c43904 -39732 11872
c6960 -38808 -2744
c35995 -38610 -13328
c12859 -39468 -11816
c25678 -39666 784
c14923 -38874 21952
c19073 -39534 1792
c33877 -40194 17416
c44457 -40128 7336
c34362 -39006 13888
c40443 -40326 8848
c4557 -38280 -12824
c18333 -38742 24976
c3601 -38478 -16352
c7504 -37224 28504
c37812 -39666 49672
c39605 -38940 -33992
c24802 -39138 23968
c8686 -39270 6832
c10939 -37950 22456
c10625 -39534 -38528
c38658 -39270 1792
c17464 -39138 -25928
c31291 -39138 -45584
c33126 -38478 -13328
c22639 -38610 -20888
c42568 -40062 8848
c14753 -38610 21448
c33563 -39270 56728
c39941 -39270 41104
c1519 -38544 -18368
c9542 -39336 -31472
c15351 -39072 -728
c7772 -40458 6328
c39470 -39798 8848
c18931 -38676 26488
c41897 -39798 17416
c4570 -39666 -6272
c9537 -39006 -2240
c29963 -37422 22456
c32056 -40062 6328
c34518 -38412 -58688
c39164 -38940 43624
c15783 -39336 31528
c10286 -39006 6832
c39445 -39072 -8792
c13933 -39138 -11312
c20358 -39138 50176
c31733 -39402 -1232
c15965 -39798 6328
c5207 -39270 -23912
c2657 -39006 -4256
c22535 -40722 -52640
c19298 -39666 6328
c43838 -39006 -1232
c12370 -39006 -24920
c9985 -38874 -8288
c36881 -39006 27496
c30724 -38544 -45080
c23089 -39732 -53144
c12466 -39402 10864
c23106 -39006 -40544
c32458 -39468 9352
c34074 -39138 13384
c12415 -38610 -51128
c32277 -39336 11872
c17325 -37356 4312
c1855 -38214 -10304
c4788 -39138 -55664
c38545 -38082 -13328
c28311 -39072 4816
c16763 -38478 -14840
c43473 -39666 45136
c13733 -38478 -17864
c26946 -39270 6328
c17209 -38676 -34496
c44804 -38808 -24416
c32727 -38346 -51632
c40338 -38742 -7280
c27775 -38412 57232
c43302 -39006 -21392
c13378 -39138 6328
c41816 -38742 56728
c32248 -38742 -21392
c10189 -39270 10360
c31393 -38544 -7784
c28928 -38874 25480
c18882 -38280 -7784
c26796 -38280 -52136
c5213 -38016 -7784
c43561 -38874 8344
c7402 -38874 -11312
c31741 -39006 10864
c39003 -39402 42112
c18434 -39864 -49616
c33900 -38874 -45584
c34703 -39204 11368
c23425 -38412 -16856
c8412 -39666 -46088
c36898 -38742 -24920
c5447 -38808 -20384
c14283 -38214 -15848
c30182 -38544 -20384
c9941 -38742 1288
c9036 -39270 49672
c30640 -39138 1792
c43192 -38874 10360
c21510 -39732 -40040
c17359 -38346 -14840
c17725 -37950 -17360
c35959 -38940 -57680
c379 -38148 -18368
c28838 -38478 -7280
c13592 -39072 -224
c44517 -39600 -25424
c26329 -39600 -3248
c43443 -38808 43624
c35943 -39006 6328
c18762 -38610 8344
c1637 -38082 22960
c35284 -38016 7840
c5988 -39072 20440
c29086 -38082 -10304
c24750 -38016 18424
c31872 -38940 19936
c3063 -38742 42616
c39254 -38478 44128
c16546 -38016 26488
c25102 -39864 32536
c34934 -38742 6328
c15037 -37224 4312
c22322 -36696 28504
c17558 -38544 32536
c3235 -39006 -23912
c44778 -38676 28000
c23735 -38412 -13832
c18462 -38280 12376
c28377 -39402 -29456
c28510 -38742 57736
c19633 -38478 45136
c13599 -37752 7840
c4634 -38610 21952
c10074 -39204 40600
c39633 -38742 50176
c42679 -38478 8848
c29855 -38478 -27440
c3243 -38742 -2240
c15107 -40062 32032
c18275 -38214 784
c30197 -38742 -23912
c25511 -38544 50680
c22709 -39270 51184
c30460 -38346 -51128
c40231 -39072 12880
c34248 -38742 -35000
c24304 -39204 -11816
c6073 -39402 38080
c20494 -38280 -47600
c28512 -37752 -58184
c9947 -38742 25984
c5477 -38742 51184
c17878 -38940 11872
c72 -38808 7336
c30674 -38874 -25928
c39147 -37752 18424
c33862 -38610 -43568
c28031 -38478 33544
c41859 -39666 18928
c24464 -38082 -51632
c7501 -39600 38584
c44505 -37884 -46592
c43318 -38082 -51128
c27862 -38874 -29960
c25182 -39204 9352
c2044 -38940 9352
c18886 -39336 37576
c15640 -38610 -2240
c3350 -38676 -39032
c35552 -37356 26488
c34303 -38874 -36008
c14572 -38346 16912
c21894 -39138 17920
c4264 -37488 7840
c13652 -38412 -25424
c7549 -39468 9856
c36712 -38280 -12320
c37098 -39468 -53144
c6373 -38346 -7280
c15187 -38478 6328
c30478 -38676 12880
c7141 -39072 -31472
c222 -38280 12880
c36777 -36168 28504
c23923 -39600 -41048
c16908 -38412 7336
c5618 -38610 13888
c697 -38610 10864
c40951 -39732 -6776
c31184 -38808 -31472
c30228 -39666 -23408
c19146 -39204 45640
c42821 -38346 31024
c30664 -37620 9352
c33421 -38214 38080
c11822 -38544 -48608
c5319 -37224 7840
c32126 -38016 -12320
c21304 -38148 -13832
c40418 -38346 -25928
c35079 -38874 16408
c2599 -38610 5824
c18496 -39270 37072
c30399 -38016 -9800
c14538 -38874 14392
c295 -38148 9856
c34955 -37752 -18368
c976 -39666 19432
c4486 -38544 -1736
c23647 -37884 -13832
c3288 -38808 -43064
c5723 -38148 7336
c38216 -39204 -42560
c36071 -38412 -33992
c20203 -38874 17920
c4087 -36894 -42056
c20536 -37686 6832
c8086 -39468 39088
c36655 -38544 24472
c27735 -38742 32032
c1167 -38874 -26432
c38609 -38544 29512
c14164 -38544 -31976
c9413 -38940 -39536
c29106 -37554 -24920
c37449 -38412 -18872
c12757 -38742 -44072
c9269 -37092 26488
c33664 -37290 8344
c18007 -36960 7840
c8416 -38940 -11816
c9663 -39402 -46088
c17554 -38676 41608
c4241 -38808 20440
c21334 -38214 33040
c40289 -38478 -9296
c2604 -39930 -37520
c38547 -39402 -28448
c43649 -39402 17416
c36003 -38214 -17864
c9964 -38808 -39536
c30929 -38478 -2240
c9488 -37818 33040
c12355 -35904 28504
c41116 -37026 8344
c3842 -38478 17920
c39568 -39402 -23408
c18272 -38346 -36008
c496 -37950 44632
c1785 -38478 -10808
c23413 -38874 -36512
c37532 -38148 37576
c14417 -38874 -46088
c16187 -39402 55720
c1798 -38346 -2240
c3590 -38082 24976
c38621 -37818 24976
c5663 -38610 10360
c16096 -37224 58240
c43091 -39666 -37520
c22501 -38676 -11816
c37318 -37158 8848
c3237 -38214 6328
c29225 -37356 9352
c12654 -38412 28000
c41855 -38016 31528
c34685 -37026 -41552
c17895 -38148 -47600
c19909 -37884 -12320
c13368 -38478 -6272
c25213 -38148 45640
c24401 -37422 32032
c25457 -38676 2800
c12510 -38544 30520
c38494 -38214 56728
c6787 -37884 -8792
c4249 -35640 28504
c22177 -37620 -25424
c27801 -38478 -23912
c32613 -39072 2296
c36251 -38676 -50120
c38435 -37818 6328
c32837 -37686 -8288
c15741 -39270 19432
c10055 -38346 -50624
c19307 -38478 14392
c21973 -37686 6328
c7719 -38082 -14840
c1377 -37818 -10304
c11408 -38742 -22904
c29354 -38214 -23912
c20022 -36894 8848
c30302 -38082 -36008
c35411 -37884 12376
c25300 -39336 -37016
c9017 -38544 -6776
c7188 -38544 -31472
c26691 -38412 -11816
c8672 -39138 34048
c5660 -37092 4312
c14700 -37488 -9800
c22577 -38478 -49112
c38148 -39138 -37520
c17459 -37290 26992
c43497 -37620 19936
c21206 -37224 -9800
c7921 -39270 18928
c29596 -39270 -56168
c1922 -38082 -23912
c13550 -37554 -10304
c18647 -36630 8848
c8488 -38280 29008
c11443 -38280 -45080
c9846 -39270 56224
c27849 -38478 16408
c10376 -38346 -56168
c20665 -38742 34048
c5174 -37224 32536
c36341 -38478 -22400
c5658 -37950 17920
c346 -38148 -38024
c23986 -37554 24976
c30758 -36696 -46592
c12592 -38214 -2240
c6008 -37092 9352
c707 -38874 -37520
c24181 -38478 3304
c28658 -39138 18928
c31871 -37752 -52136
c33541 -38610 -52640
c2546 -38214 -10808
c3342 -39336 15400
c27962 -37818 -1232
c42002 -38346 10864
c1155 -37620 -7784
c16926 -38412 -41048
c7269 -38280 -20384
c3033 -37950 49672
c24529 -37422 6328
c8543 -37884 -38024
c39037 -37950 31024
c23675 -37026 -8288
c39362 -35706 -42056
c27238 -39072 15400
c29832 -38016 -31472
c32238 -38808 11368
c37549 -37356 -25424
c19180 -38478 -37520
c33544 -38148 -32984
c23322 -38148 55216
c21708 -38148 30520
c20811 -38082 -7280
c23660 -38346 56224
c22082 -38214 -14336
c19914 -38148 -11816
c36748 -37620 -24416
c19581 -37488 5824
c20301 -37818 -25928
c6611 -38280 -30464
c27089 -36828 9856
c29583 -37884 2296
c44140 -38214 25984
c10319 -36828 7336
c24702 -38676 51688
c26180 -38148 51688
c14705 -37620 51688
c25171 -38214 -29456
c498 -38082 14392
c31371 -37224 -7784
c129 -37950 19432
c18210 -37686 -14336
c37498 -37620 31528
c3958 -38940 4816
c19906 -38676 15904
c39789 -38082 25984
c34615 -37884 15400
c9170 -38280 -39536
c34392 -38346 34048
c2174 -36894 -51632
c36541 -37818 -23912
c14353 -39072 14896
c27780 -37950 25984
c6988 -38016 50680
c15285 -37488 -11816
c39657 -37488 11872
c10370 -38544 -40040
c6020 -38082 37072
c27451 -37422 -29960
c41785 -37686 -23912
c23506 -37422 33040
c29416 -38082 -28952
c30869 -38016 -30464
c10298 -37818 31024
c30145 -37752 -38024
c26416 -38346 3304
c9251 -38676 -49616
c12772 -38148 -37016
c16739 -39798 -3752
c43232 -38016 -39032
c14885 -37950 -48104
c10666 -36828 32536
c26558 -37686 -36512
c14520 -39138 17416
c20492 -38082 -38528
c22373 -38280 -40040
c20148 -37224 50680
c16441 -38148 25480
c7301 -38016 -45080
c7965 -37686 31024
c29569 -38082 -35000
c38388 -38478 -32480
c2950 -37884 -12824
c9719 -39798 36568
c2927 -37290 10360
c11387 -38610 -46088
c26188 -37158 33544
c15480 -38082 55720
c2407 -36366 6832
c23531 -37686 -29456
c15075 -38412 -33488
c14389 -37026 33544
c7707 -37884 -728
c26728 -37818 56224
c20897 -37686 -38528
c9002 -37488 -24416
c41975 -37554 17920
c17384 -37752 -39536
c33299 -38742 36568
c14319 -38016 25480
c27560 -37158 -29456
c30164 -38544 -224
c39629 -37290 -50624
c5695 -37356 -6776
c30759 -38412 38584
c30336 -37620 -32984
c5812 -38016 -41048
c41660 -36894 -51128
c16030 -37752 25480
c36067 -37752 30520
c7397 -38676 -56672
c6491 -39006 17416
c14553 -37158 55720
c33006 -38412 20944
c27550 -38742 13384
c15024 -38016 -42560
c7381 -37026 -24920
c41317 -38346 -26432
c11749 -37884 29008
c20228 -38346 30016
c2301 -38214 23464
c16347 -36102 32032
c26449 -37950 -2240
c21869 -37026 10360
c7603 -37950 -23408
c39998 -38016 54712
c10967 -37818 25984
c4117 -37950 30016
c32863 -38214 -22400
c14834 -39006 -55160
c42319 -38742 5320
c17569 -37884 12880
c5919 -38082 -15848
c41714 -38478 -44072
c24995 -38808 4816
c26717 -37818 18928
c29447 -38742 17416
c29573 -38676 4816
c28591 -36696 -52136
c40437 -37884 -37016
c11031 -37752 -40040
c21699 -37488 -41048
c18994 -37158 -56168
c42895 -39006 -28448
c27290 -37488 -56672
c22084 -38478 -28448
c34976 -37620 -49616
c6423 -37950 34048
c22863 -36762 8344
c22415 -37950 1792
c14267 -37026 10864
c24580 -39072 47152
c15048 -37488 11368
c32578 -38280 39088
c12557 -38346 42112
c2403 -37356 20440
c53 -37422 -47096
c19147 -39270 46648
c8144 -37290 45136
c12406 -38544 -53648
c18693 -38478 -46088
c38411 -37422 18928
c28470 -37554 31024
c25669 -38544 -43064
c14797 -37884 -47600
c12325 -38082 -55160
c32465 -37554 -26432
c5894 -37290 -38528
c20037 -37356 -39536
c16582 -37884 47152
c3425 -37818 -40544
c5139 -37554 -52640
c15682 -35838 -41552
c34741 -38808 3808
c23416 -37554 34048
c43203 -37752 -30464
c2511 -37356 -32984
c23722 -39204 -3248
c2062 -38940 47656
c9202 -37752 -8792
c17542 -37290 -52640
c23162 -36432 32536
c15988 -38478 17416
c31427 -38082 17416
c41022 -36300 32536
c18517 -37488 -18368
c43294 -36696 12376
c11458 -37158 34048
c1198 -36894 56224
c10623 -37290 -14336
c16733 -38082 46648
c44539 -38280 -15344
c35368 -36564 9856
c7296 -36762 10864
c24349 -39072 -3248
c31812 -37950 -32480
c19153 -37620 -2744
c19042 -38412 -27944
c33594 -36960 57232
c5351 -37158 -36512
c37410 -36960 -58688
c182 -38214 13888
c23601 -38214 3304
c21424 -37488 -31472
c35439 -37620 25984
c6874 -35310 -41552
c491 -37686 -12320
c37862 -36630 19432
c25827 -37554 30016
c39539 -37290 -46088
c35674 -38016 43120
c19376 -39204 46144
c18766 -36036 -46592
c12948 -37290 33040
c11310 -37686 17416
c42726 -37950 -14840
c29319 -37686 -2240
c41687 -37554 -28952
c38419 -37158 30016
c42289 -37356 -37016
c1973 -36432 18424
c25526 -36960 -41048
c33791 -37224 -30464
c35218 -37224 -18368
c6487 -37290 49672
c21147 -38082 -22400
c2114 -36696 -41048
c1396 -37884 -3248
c27481 -37950 3304
c3759 -37884 14896
c34873 -36894 22456
c35387 -37356 -53144
c5210 -36894 30016
c14974 -36564 26488
c5371 -37554 -30968
c40340 -38808 -54656
c34753 -37554 13384
c43047 -38214 -1736
c38952 -37752 22960
c27181 -38016 -15344
c31616 -37422 14392
c17489 -37422 -43568
c13484 -36762 34048
c11696 -37092 -39536
c3632 -36960 20440
c31483 -36432 -41048
c23353 -36894 -36008
c13022 -38280 -54656
c31592 -37026 -1736
c6567 -38016 46144
c32809 -36366 19432
c41948 -38280 -21392
c38585 -36762 56728
c2499 -38610 5320
c4021 -37488 25984
c36776 -36102 18928
c3687 -37422 -32480
c29229 -37686 42616
c27568 -37554 -25928
c24503 -37950 -28448
c20420 -37488 15904
c41295 -37290 -37520
c38234 -37488 29008
c14145 -38940 52192
c26031 -37290 57736
c5116 -37092 20944
c18577 -37752 43624
c1917 -38742 -57176
c13799 -37620 -53648
c246 -37290 -6272
c13239 -37950 -49112
c33139 -37356 -47600
c9563 -38610 -19880
c3648 -38808 280
c22164 -36894 -55160
c9578 -35904 4312
c12073 -37752 47656
c2165 -36828 20440
c10818 -37554 -35000
c9081 -38346 53200
c4305 -36894 46648
c14218 -38478 -4256
c9028 -38082 -54152
c17627 -39204 36064
c21102 -37422 1792
c5197 -37224 38584
c26028 -37620 14896
c303 -37620 -5264
c32190 -36300 19936
c34900 -36696 47152
c13594 -37290 14392
c31686 -37950 42112
c23038 -37092 -7784
c1776 -37224 2800
c7047 -37158 6328
c40577 -36630 -29456
c20034 -38610 -3752
c4613 -37422 31024
c11193 -37224 5824
c9166 -38016 -43064
c16188 -36300 31528
c8360 -37224 -38024
c2566 -37950 -4256
c16954 -37554 -34496
c27233 -37356 27496
c14460 -36762 10360
c38441 -37422 -28448
c34078 -36366 34048
c30709 -36300 -53144
c34815 -39072 35560
c16482 -36828 -37016
c21960 -38016 36064
c44229 -37752 -5768
c20509 -37092 5824
c28509 -36828 54712
c10799 -36762 -46088
c22355 -37422 5320
c36233 -37224 -33488
c9457 -35442 -42056
c5345 -36564 -37016
c16235 -38016 52192
c6128 -37752 -4760
c38180 -37884 -19376
c7959 -37488 4816
c19637 -37488 -21392
c17294 -35838 -51128
c27274 -37290 17920
c4988 -36564 -50120
c13124 -36696 -7784
c15204 -36762 -8288
c22993 -37752 -35504
c39916 -35772 58240
c12708 -35706 -51632
c25423 -38214 21952
c13358 -36300 -24416
c9957 -37950 48160
c5362 -37422 -14840
c20726 -37158 16408
c17033 -37026 -55664
c27686 -36960 14896
c11780 -38676 3808
c10188 -37158 1792
c16560 -37554 -57176
c8443 -36696 15400
c14275 -37290 -22904
c12396 -37158 24976
c4347 -36894 -14336
c1481 -37158 48160
c18152 -37224 2296
c26780 -37422 -20888
c13409 -37422 -40544
c21791 -37290 50176
c9227 -37026 6328
c19515 -35772 4312
c24372 -37224 3808
c11888 -37488 -57680
c36500 -37488 -45080
c14566 -38346 -3752
c34169 -37884 35560
c27360 -37092 -35504
c38078 -37290 -28952
c2451 -37158 50176
c10395 -37290 51184
c23078 -36762 51184
c30710 -37290 -31976
c16525 -37026 -35000
c3034 -36696 -53648
c9058 -36828 15904
c8095 -37356 -49616
c15093 -38082 -33992
c23661 -35178 -42056
c44405 -37290 -8792
c17767 -38082 -3752
c4236 -37686 -48104
c3887 -37158 -54152
c17291 -36564 -56672
c26849 -36432 -2744
c38206 -38874 35056
c22202 -36960 37576
c33362 -38214 -19880
c27790 -36498 42616
c34853 -37554 -3752
c27814 -37422 -1232
c34632 -37686 35056
c14579 -37290 -25928
c8924 -37026 38080
c28378 -37356 -728
c35009 -37620 41608
c28338 -37224 -39032
c8864 -38082 39592
c13278 -37950 23968
c20101 -36894 1792
c36012 -36564 47656
c25260 -37224 -54656
c29926 -36762 42112
c20375 -37686 36568
c39596 -36696 14896
c32220 -35970 19432
c28442 -36432 15904
c14462 -36366 48160
c12194 -36762 -4256
c32753 -36828 36064
c28766 -36564 -40040
c41614 -37422 -19880
c43422 -36762 44632
c37468 -36168 -2744
c10021 -37818 13888
c1119 -36432 15400
c20327 -36696 -54656
c33798 -36828 46144
c40069 -36036 -50120
c807 -36960 -31472
c11861 -36630 -6272
c38221 -36696 -19376
c13801 -38478 52696
c22244 -36894 6328
c6807 -36630 -8288
c758 -38016 -21896
c13820 -36762 6328
c7434 -37158 13384
c1591 -36894 13384
c3011 -37356 -10304
c21408 -37818 53704
c2356 -36894 -15848
c42556 -37224 39088
c35660 -36828 -32984
c126 -36960 -30464
c43014 -35640 4312
c44439 -37752 -43064
c3531 -36630 -20888
c5939 -37422 13888
c3454 -36696 -49616
c38741 -36696 35560
c17227 -37092 -47600
c10329 -37026 -3752
c1325 -36894 16408
c26592 -37092 51688
c44677 -36168 50680
c36911 -37026 37072
c31986 -37356 49168
c9885 -36366 6328
c7643 -37026 17920
c40748 -37158 13888
c18236 -36828 -20384
c7615 -36762 3304
c29466 -37092 45640
c12171 -36168 -6776
c40645 -36828 -35504
c23894 -37950 21952
